"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
30;"management";"married";"tertiary";"no";1814;"yes";"no";"cellular";18;"may";207;4;-1;0;"unknown";"no"
52;"admin.";"married";"secondary";"no";786;"yes";"no";"cellular";6;"may";164;5;-1;0;"unknown";"no"
36;"self-employed";"single";"secondary";"no";15;"no";"no";"cellular";18;"nov";186;2;-1;0;"unknown";"no"
34;"blue-collar";"married";"secondary";"no";2595;"yes";"yes";"cellular";17;"apr";126;1;336;2;"other";"no"
31;"entrepreneur";"married";"secondary";"no";10;"yes";"yes";"cellular";25;"jul";13;9;-1;0;"unknown";"no"
37;"technician";"single";"secondary";"no";1780;"no";"no";"cellular";14;"jul";392;4;-1;0;"unknown";"no"
29;"blue-collar";"single";"secondary";"no";-16;"yes";"yes";"cellular";5;"may";201;1;-1;0;"unknown";"no"
44;"management";"married";"tertiary";"no";1034;"no";"no";"cellular";17;"nov";73;1;-1;0;"unknown";"no"
30;"technician";"single";"secondary";"no";1359;"yes";"no";"unknown";27;"may";298;1;-1;0;"unknown";"no"
57;"blue-collar";"married";"primary";"no";0;"no";"no";"cellular";12;"aug";120;3;-1;0;"unknown";"no"
43;"services";"single";"secondary";"no";-63;"yes";"no";"cellular";18;"may";92;3;374;1;"other";"no"
23;"technician";"single";"tertiary";"no";1502;"no";"no";"cellular";12;"aug";96;1;-1;0;"unknown";"no"
34;"management";"single";"tertiary";"no";872;"yes";"no";"cellular";17;"apr";81;1;345;2;"failure";"no"
43;"technician";"divorced";"secondary";"no";-414;"no";"no";"cellular";27;"aug";590;4;-1;0;"unknown";"no"
37;"blue-collar";"divorced";"secondary";"no";178;"yes";"no";"unknown";13;"may";71;1;-1;0;"unknown";"no"
29;"student";"single";"secondary";"no";314;"no";"no";"cellular";30;"apr";465;1;-1;0;"unknown";"yes"
30;"management";"single";"tertiary";"no";3773;"yes";"no";"cellular";9;"feb";75;4;258;1;"failure";"no"
41;"technician";"single";"unknown";"no";5372;"yes";"no";"cellular";13;"jan";248;3;-1;0;"unknown";"yes"
40;"technician";"married";"tertiary";"no";1759;"yes";"no";"cellular";19;"nov";87;2;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";361;"yes";"no";"cellular";2;"feb";81;1;-1;0;"unknown";"no"
54;"entrepreneur";"married";"tertiary";"no";11464;"no";"no";"unknown";5;"jun";222;1;-1;0;"unknown";"no"
45;"housemaid";"married";"secondary";"no";20187;"yes";"no";"cellular";17;"nov";707;1;-1;0;"unknown";"no"
60;"retired";"married";"secondary";"no";2086;"yes";"no";"unknown";15;"may";182;2;-1;0;"unknown";"no"
49;"blue-collar";"married";"secondary";"no";1127;"yes";"yes";"cellular";17;"apr";162;2;281;1;"failure";"no"
44;"blue-collar";"married";"secondary";"no";879;"yes";"no";"cellular";3;"apr";383;1;-1;0;"unknown";"no"
46;"housemaid";"married";"primary";"no";1175;"no";"no";"cellular";7;"aug";181;2;-1;0;"unknown";"no"
70;"retired";"married";"secondary";"no";616;"no";"no";"cellular";27;"apr";149;2;182;1;"failure";"no"
28;"blue-collar";"married";"secondary";"no";1843;"yes";"no";"cellular";20;"apr";415;2;-1;0;"unknown";"no"
33;"technician";"married";"tertiary";"no";0;"yes";"no";"cellular";8;"may";206;1;-1;0;"unknown";"no"
31;"student";"single";"tertiary";"no";64;"no";"no";"cellular";15;"sep";208;1;105;2;"success";"no"
27;"unemployed";"married";"primary";"no";7459;"yes";"no";"unknown";9;"may";407;2;-1;0;"unknown";"no"
53;"admin.";"married";"secondary";"no";10541;"no";"no";"cellular";9;"nov";178;1;-1;0;"unknown";"yes"
33;"management";"single";"tertiary";"no";8514;"no";"no";"cellular";20;"aug";131;1;-1;0;"unknown";"no"
28;"services";"married";"secondary";"no";376;"no";"yes";"telephone";29;"jul";49;4;-1;0;"unknown";"no"
26;"student";"single";"tertiary";"no";2;"no";"no";"cellular";30;"apr";120;2;-1;0;"unknown";"no"
60;"services";"married";"tertiary";"no";6557;"no";"no";"cellular";7;"aug";214;2;-1;0;"unknown";"no"
53;"housemaid";"married";"primary";"no";70;"no";"no";"cellular";21;"aug";77;8;-1;0;"unknown";"no"
57;"management";"married";"tertiary";"no";5431;"yes";"no";"unknown";19;"may";97;2;-1;0;"unknown";"no"
37;"technician";"married";"secondary";"no";5115;"yes";"no";"unknown";30;"may";45;4;-1;0;"unknown";"no"
37;"management";"divorced";"tertiary";"no";2519;"yes";"no";"cellular";19;"nov";58;1;-1;0;"unknown";"no"
46;"blue-collar";"married";"secondary";"no";3696;"yes";"no";"unknown";2;"jun";161;2;-1;0;"unknown";"no"
40;"technician";"divorced";"secondary";"no";2394;"no";"no";"unknown";9;"jun";75;4;-1;0;"unknown";"no"
42;"technician";"married";"secondary";"no";3472;"yes";"no";"unknown";2;"jun";61;2;-1;0;"unknown";"no"
60;"retired";"divorced";"primary";"no";-137;"yes";"no";"cellular";22;"jul";152;1;-1;0;"unknown";"no"
40;"management";"married";"secondary";"no";752;"no";"yes";"cellular";21;"nov";456;1;157;1;"failure";"no"
26;"technician";"single";"secondary";"no";3070;"yes";"no";"unknown";3;"jun";409;1;-1;0;"unknown";"no"
26;"unknown";"single";"secondary";"no";1187;"no";"no";"unknown";17;"nov";44;1;-1;0;"unknown";"no"
27;"housemaid";"married";"primary";"no";275;"yes";"no";"cellular";14;"may";196;2;-1;0;"unknown";"no"
40;"management";"married";"tertiary";"no";12409;"yes";"no";"cellular";12;"aug";196;2;-1;0;"unknown";"no"
31;"technician";"single";"tertiary";"no";-241;"yes";"no";"cellular";18;"may";333;2;355;1;"failure";"no"
26;"admin.";"single";"tertiary";"no";760;"yes";"no";"cellular";6;"sep";164;2;186;7;"success";"no"
30;"management";"single";"secondary";"no";222;"yes";"no";"cellular";13;"may";254;3;-1;0;"unknown";"no"
27;"blue-collar";"single";"secondary";"no";-208;"yes";"no";"unknown";21;"may";127;2;-1;0;"unknown";"no"
47;"management";"single";"tertiary";"no";551;"no";"no";"cellular";29;"oct";124;1;-1;0;"unknown";"yes"
38;"blue-collar";"married";"secondary";"no";0;"no";"no";"unknown";5;"jun";71;1;-1;0;"unknown";"no"
42;"technician";"married";"secondary";"no";488;"no";"no";"cellular";9;"apr";230;1;325;1;"other";"no"
34;"blue-collar";"married";"tertiary";"no";748;"yes";"yes";"cellular";6;"may";161;1;-1;0;"unknown";"no"
30;"management";"single";"tertiary";"no";29;"yes";"no";"cellular";12;"may";174;1;-1;0;"unknown";"no"
38;"management";"married";"tertiary";"no";6999;"no";"no";"unknown";20;"jun";11;2;-1;0;"unknown";"no"
59;"retired";"married";"secondary";"no";82;"no";"no";"cellular";28;"aug";308;6;-1;0;"unknown";"no"
30;"blue-collar";"married";"secondary";"no";2493;"no";"no";"cellular";28;"jan";293;2;-1;0;"unknown";"yes"
30;"services";"single";"secondary";"no";297;"yes";"no";"cellular";12;"may";255;2;-1;0;"unknown";"no"
30;"technician";"single";"tertiary";"no";91;"yes";"yes";"cellular";10;"jul";179;1;-1;0;"unknown";"no"
60;"retired";"married";"primary";"no";0;"no";"no";"unknown";18;"jun";104;1;-1;0;"unknown";"no"
41;"housemaid";"married";"secondary";"no";879;"no";"no";"unknown";5;"jun";1053;2;-1;0;"unknown";"yes"
47;"blue-collar";"single";"secondary";"no";152;"yes";"no";"cellular";3;"feb";193;3;271;4;"failure";"no"
35;"unemployed";"married";"secondary";"no";330;"no";"no";"cellular";30;"jan";645;4;-1;0;"unknown";"no"
46;"blue-collar";"married";"tertiary";"no";1497;"yes";"no";"unknown";19;"may";374;6;-1;0;"unknown";"no"
28;"admin.";"married";"secondary";"no";84;"yes";"yes";"cellular";14;"may";287;1;-1;0;"unknown";"no"
27;"services";"married";"secondary";"no";-1202;"yes";"no";"unknown";4;"jun";749;2;-1;0;"unknown";"no"
37;"self-employed";"single";"primary";"no";235;"yes";"no";"cellular";17;"apr";191;4;323;9;"failure";"no"
38;"blue-collar";"single";"primary";"no";522;"yes";"no";"unknown";2;"jun";156;1;-1;0;"unknown";"no"
79;"retired";"married";"primary";"no";429;"no";"no";"telephone";8;"jul";1006;2;-1;0;"unknown";"yes"
32;"admin.";"single";"secondary";"no";-133;"yes";"no";"cellular";14;"may";119;1;352;2;"failure";"no"
41;"technician";"married";"unknown";"no";254;"yes";"no";"unknown";8;"may";690;1;-1;0;"unknown";"no"
61;"retired";"married";"tertiary";"no";2557;"yes";"no";"cellular";10;"feb";158;2;92;5;"success";"yes"
34;"technician";"single";"secondary";"no";513;"yes";"no";"cellular";5;"may";165;3;169;5;"other";"no"
45;"admin.";"married";"primary";"no";895;"yes";"no";"unknown";29;"may";480;2;-1;0;"unknown";"no"
57;"management";"married";"tertiary";"no";9103;"no";"yes";"unknown";20;"jun";1098;2;-1;0;"unknown";"yes"
40;"management";"married";"tertiary";"yes";0;"no";"no";"cellular";28;"jul";165;5;-1;0;"unknown";"no"
57;"housemaid";"divorced";"primary";"no";0;"no";"no";"unknown";9;"jun";97;1;-1;0;"unknown";"no"
37;"services";"married";"secondary";"no";812;"yes";"yes";"cellular";11;"may";184;2;-1;0;"unknown";"no"
36;"management";"single";"tertiary";"no";0;"no";"no";"unknown";11;"jun";33;1;-1;0;"unknown";"no"
56;"technician";"divorced";"secondary";"no";179;"no";"no";"cellular";18;"jul";536;1;-1;0;"unknown";"yes"
69;"services";"married";"unknown";"no";23592;"no";"no";"cellular";3;"jul";837;3;-1;0;"unknown";"no"
44;"management";"married";"secondary";"no";4425;"no";"no";"cellular";30;"jul";477;2;-1;0;"unknown";"no"
58;"retired";"married";"primary";"no";3260;"no";"no";"telephone";27;"oct";27;1;-1;0;"unknown";"no"
27;"admin.";"single";"secondary";"yes";1110;"yes";"yes";"cellular";31;"jul";25;36;-1;0;"unknown";"no"
33;"self-employed";"single";"primary";"no";4443;"no";"no";"telephone";23;"jul";25;6;-1;0;"unknown";"no"
38;"blue-collar";"divorced";"secondary";"no";1344;"yes";"no";"cellular";15;"apr";942;2;-1;0;"unknown";"no"
60;"management";"married";"tertiary";"no";328;"yes";"no";"unknown";20;"may";72;5;-1;0;"unknown";"no"
34;"technician";"married";"secondary";"no";1234;"yes";"no";"cellular";8;"may";106;1;288;6;"failure";"no"
33;"management";"single";"tertiary";"no";373;"no";"yes";"cellular";28;"jan";169;3;93;1;"failure";"no"
26;"technician";"single";"tertiary";"no";401;"no";"no";"cellular";5;"may";188;2;-1;0;"unknown";"yes"
27;"unemployed";"single";"tertiary";"no";3060;"no";"no";"cellular";30;"jan";533;1;-1;0;"unknown";"no"
56;"blue-collar";"married";"secondary";"no";1119;"yes";"no";"cellular";14;"aug";265;2;-1;0;"unknown";"no"
52;"technician";"married";"secondary";"no";192;"yes";"no";"cellular";23;"jul";61;2;-1;0;"unknown";"no"
43;"admin.";"single";"tertiary";"no";664;"yes";"no";"cellular";17;"apr";119;1;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";20;"yes";"yes";"cellular";13;"may";259;1;370;3;"failure";"no"
61;"management";"married";"secondary";"no";967;"no";"no";"cellular";20;"aug";180;1;-1;0;"unknown";"no"
30;"services";"married";"tertiary";"no";1380;"yes";"no";"unknown";21;"may";294;2;-1;0;"unknown";"no"
55;"blue-collar";"married";"secondary";"no";-256;"yes";"yes";"unknown";9;"may";136;2;-1;0;"unknown";"no"
36;"blue-collar";"married";"unknown";"no";-417;"yes";"no";"unknown";27;"may";597;3;-1;0;"unknown";"no"
40;"technician";"divorced";"secondary";"no";0;"yes";"no";"cellular";2;"feb";67;1;-1;0;"unknown";"no"
36;"admin.";"married";"secondary";"no";75;"yes";"no";"unknown";4;"jul";52;4;-1;0;"unknown";"no"
29;"blue-collar";"married";"secondary";"no";137;"yes";"no";"cellular";17;"apr";343;2;316;3;"other";"no"
29;"technician";"single";"secondary";"no";316;"yes";"no";"cellular";3;"mar";156;1;-1;0;"unknown";"yes"
60;"management";"married";"primary";"no";-70;"yes";"no";"cellular";13;"may";65;2;-1;0;"unknown";"no"
25;"blue-collar";"single";"secondary";"no";51;"yes";"no";"cellular";6;"may";70;3;356;4;"other";"no"
31;"services";"married";"secondary";"no";356;"yes";"no";"unknown";20;"jun";228;5;-1;0;"unknown";"no"
51;"technician";"divorced";"tertiary";"no";3962;"yes";"no";"cellular";2;"feb";267;1;-1;0;"unknown";"no"
30;"admin.";"married";"tertiary";"no";631;"no";"no";"cellular";13;"aug";293;3;-1;0;"unknown";"no"
49;"admin.";"married";"secondary";"no";3620;"no";"no";"cellular";4;"may";346;2;-1;0;"unknown";"no"
65;"retired";"married";"secondary";"no";20806;"no";"no";"telephone";8;"apr";523;2;-1;0;"unknown";"yes"
27;"management";"single";"tertiary";"no";541;"yes";"no";"unknown";12;"may";145;1;-1;0;"unknown";"no"
33;"blue-collar";"single";"secondary";"no";123;"no";"no";"cellular";2;"feb";175;2;-1;0;"unknown";"no"
48;"management";"divorced";"secondary";"no";769;"no";"yes";"cellular";28;"jan";58;2;184;15;"other";"no"
48;"services";"married";"secondary";"no";975;"yes";"yes";"cellular";15;"may";521;2;-1;0;"unknown";"no"
59;"retired";"married";"secondary";"no";319;"yes";"no";"unknown";5;"may";143;3;-1;0;"unknown";"no"
34;"technician";"single";"tertiary";"no";9851;"yes";"no";"cellular";20;"nov";128;5;-1;0;"unknown";"no"
52;"blue-collar";"married";"primary";"no";1271;"no";"no";"cellular";18;"aug";131;3;-1;0;"unknown";"no"
28;"admin.";"married";"secondary";"no";-393;"yes";"yes";"cellular";7;"may";247;2;349;2;"failure";"no"
41;"management";"single";"tertiary";"no";120;"no";"yes";"cellular";24;"mar";81;1;49;3;"other";"no"
36;"services";"married";"secondary";"no";-74;"yes";"no";"cellular";15;"may";113;6;-1;0;"unknown";"no"
38;"blue-collar";"single";"secondary";"no";578;"yes";"no";"unknown";21;"may";112;2;-1;0;"unknown";"no"
69;"retired";"married";"secondary";"no";0;"no";"no";"cellular";28;"apr";184;2;126;2;"other";"yes"
55;"management";"married";"tertiary";"no";1402;"yes";"no";"cellular";11;"may";125;2;175;1;"failure";"no"
36;"admin.";"single";"secondary";"no";787;"no";"no";"unknown";17;"jun";92;1;-1;0;"unknown";"no"
64;"retired";"married";"secondary";"no";1612;"no";"no";"cellular";18;"feb";362;1;183;4;"failure";"no"
30;"management";"single";"tertiary";"no";443;"yes";"yes";"cellular";12;"aug";80;2;-1;0;"unknown";"no"
33;"management";"married";"tertiary";"no";0;"yes";"no";"unknown";23;"may";57;5;-1;0;"unknown";"no"
30;"blue-collar";"married";"secondary";"no";8;"yes";"no";"cellular";19;"nov";473;1;-1;0;"unknown";"no"
35;"management";"single";"tertiary";"no";12;"no";"no";"cellular";7;"jul";289;1;-1;0;"unknown";"no"
30;"blue-collar";"married";"secondary";"no";0;"yes";"no";"unknown";26;"may";30;1;-1;0;"unknown";"no"
32;"blue-collar";"single";"secondary";"no";2285;"yes";"no";"unknown";14;"may";413;2;-1;0;"unknown";"no"
51;"blue-collar";"married";"primary";"no";7134;"no";"no";"cellular";25;"aug";36;7;-1;0;"unknown";"no"
43;"services";"married";"secondary";"no";3409;"yes";"no";"cellular";13;"may";172;1;-1;0;"unknown";"no"
44;"self-employed";"married";"tertiary";"no";430;"yes";"no";"cellular";11;"jul";221;2;-1;0;"unknown";"no"
52;"management";"single";"tertiary";"no";824;"no";"no";"cellular";8;"may";466;1;354;2;"failure";"no"
36;"blue-collar";"single";"secondary";"yes";-1157;"yes";"no";"cellular";13;"may";323;2;-1;0;"unknown";"no"
31;"technician";"single";"secondary";"no";667;"yes";"no";"cellular";21;"nov";279;1;-1;0;"unknown";"no"
36;"blue-collar";"single";"secondary";"no";161;"yes";"no";"unknown";11;"jun";196;2;-1;0;"unknown";"no"
28;"technician";"single";"secondary";"no";1405;"yes";"no";"cellular";5;"feb";605;3;-1;0;"unknown";"no"
51;"services";"married";"secondary";"no";2904;"yes";"no";"cellular";17;"jul";410;3;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";-211;"yes";"no";"cellular";29;"jul";96;5;-1;0;"unknown";"no"
34;"management";"married";"tertiary";"no";573;"no";"no";"cellular";10;"aug";122;1;-1;0;"unknown";"no"
59;"retired";"divorced";"secondary";"no";23;"no";"no";"cellular";7;"jul";66;1;-1;0;"unknown";"no"
33;"self-employed";"married";"tertiary";"no";-103;"yes";"no";"unknown";28;"may";268;1;-1;0;"unknown";"no"
38;"blue-collar";"married";"primary";"no";1495;"yes";"no";"unknown";2;"jun";74;3;-1;0;"unknown";"no"
40;"unemployed";"married";"secondary";"no";1779;"yes";"no";"unknown";5;"jun";59;7;-1;0;"unknown";"no"
31;"unemployed";"married";"tertiary";"no";591;"no";"no";"cellular";21;"nov";161;2;-1;0;"unknown";"no"
36;"housemaid";"single";"primary";"no";207;"no";"no";"unknown";20;"jun";1478;5;-1;0;"unknown";"no"
44;"retired";"married";"secondary";"no";181;"yes";"no";"unknown";19;"may";131;6;-1;0;"unknown";"no"
40;"management";"married";"secondary";"no";569;"no";"no";"cellular";20;"aug";129;2;-1;0;"unknown";"no"
38;"blue-collar";"married";"secondary";"no";526;"yes";"yes";"unknown";23;"may";553;2;-1;0;"unknown";"no"
25;"blue-collar";"married";"secondary";"no";-306;"yes";"no";"unknown";20;"jun";534;3;-1;0;"unknown";"no"
39;"technician";"married";"secondary";"no";447;"no";"no";"cellular";19;"nov";968;1;-1;0;"unknown";"no"
40;"technician";"married";"primary";"no";164;"yes";"no";"unknown";7;"may";398;1;-1;0;"unknown";"no"
43;"self-employed";"divorced";"secondary";"no";484;"yes";"no";"cellular";13;"may";180;2;173;6;"failure";"no"
42;"unemployed";"married";"secondary";"no";583;"yes";"no";"unknown";12;"jun";153;6;-1;0;"unknown";"no"
36;"technician";"divorced";"secondary";"no";1156;"yes";"yes";"cellular";28;"jul";141;7;-1;0;"unknown";"no"
28;"admin.";"married";"secondary";"yes";105;"no";"no";"cellular";16;"jul";130;1;-1;0;"unknown";"no"
55;"management";"married";"secondary";"no";2693;"no";"no";"cellular";22;"sep";182;1;184;7;"success";"yes"
47;"technician";"married";"secondary";"no";0;"no";"no";"cellular";19;"aug";210;2;-1;0;"unknown";"no"
31;"admin.";"divorced";"secondary";"no";47;"yes";"no";"unknown";19;"may";34;9;-1;0;"unknown";"no"
54;"management";"divorced";"tertiary";"no";12018;"yes";"no";"cellular";21;"dec";267;2;-1;0;"unknown";"yes"
37;"management";"married";"secondary";"no";261;"no";"no";"cellular";22;"aug";296;3;-1;0;"unknown";"no"
30;"technician";"married";"tertiary";"no";564;"yes";"no";"cellular";11;"aug";166;2;-1;0;"unknown";"no"
59;"housemaid";"married";"primary";"no";418;"no";"no";"cellular";29;"aug";300;4;-1;0;"unknown";"no"
45;"blue-collar";"married";"primary";"no";2128;"yes";"no";"unknown";19;"may";149;4;-1;0;"unknown";"no"
37;"management";"single";"tertiary";"no";-119;"yes";"no";"unknown";11;"jun";375;11;-1;0;"unknown";"no"
47;"housemaid";"married";"primary";"no";0;"yes";"no";"telephone";15;"jul";162;1;-1;0;"unknown";"no"
31;"technician";"single";"secondary";"no";125;"no";"no";"cellular";22;"aug";78;2;-1;0;"unknown";"no"
43;"management";"married";"tertiary";"no";1379;"yes";"no";"unknown";27;"may";383;3;-1;0;"unknown";"no"
57;"management";"married";"secondary";"no";82;"no";"yes";"telephone";4;"feb";140;1;-1;0;"unknown";"no"
25;"entrepreneur";"single";"tertiary";"yes";6;"yes";"yes";"unknown";27;"may";3;4;-1;0;"unknown";"no"
31;"technician";"divorced";"secondary";"no";0;"yes";"no";"telephone";18;"nov";194;2;-1;0;"unknown";"no"
31;"self-employed";"married";"secondary";"no";296;"yes";"yes";"cellular";24;"jul";171;1;-1;0;"unknown";"no"
34;"technician";"single";"tertiary";"yes";-6;"no";"no";"cellular";28;"aug";79;8;-1;0;"unknown";"no"
51;"technician";"single";"secondary";"no";527;"yes";"no";"cellular";30;"jan";197;1;2;3;"other";"no"
33;"blue-collar";"married";"primary";"no";3704;"yes";"no";"unknown";6;"jun";447;2;-1;0;"unknown";"no"
30;"management";"married";"tertiary";"no";69;"yes";"no";"unknown";6;"jul";42;1;-1;0;"unknown";"no"
29;"management";"single";"tertiary";"no";600;"yes";"no";"cellular";18;"oct";170;5;-1;0;"unknown";"no"
24;"technician";"single";"secondary";"no";1234;"no";"no";"cellular";27;"may";480;2;-1;0;"unknown";"no"
41;"unemployed";"single";"tertiary";"no";79;"no";"no";"telephone";9;"nov";394;1;390;2;"success";"yes"
38;"blue-collar";"married";"secondary";"no";2467;"no";"no";"cellular";2;"jun";192;1;-1;0;"unknown";"yes"
26;"technician";"single";"secondary";"no";1231;"yes";"no";"cellular";3;"jun";385;2;96;5;"success";"yes"
32;"management";"married";"tertiary";"no";0;"no";"no";"cellular";28;"aug";74;2;-1;0;"unknown";"no"
30;"management";"single";"tertiary";"no";13774;"no";"no";"cellular";14;"sep";380;1;-1;0;"unknown";"no"
35;"technician";"married";"tertiary";"no";-290;"yes";"yes";"cellular";24;"jul";265;3;-1;0;"unknown";"no"
32;"blue-collar";"single";"secondary";"no";3044;"yes";"no";"cellular";20;"apr";533;1;-1;0;"unknown";"no"
54;"technician";"divorced";"secondary";"no";2156;"yes";"no";"cellular";30;"apr";258;1;86;5;"success";"yes"
35;"management";"single";"tertiary";"no";1750;"yes";"no";"cellular";30;"apr";687;1;9;3;"success";"yes"
47;"blue-collar";"married";"primary";"no";2466;"yes";"no";"unknown";13;"may";142;2;-1;0;"unknown";"no"
34;"self-employed";"married";"tertiary";"no";-236;"yes";"no";"cellular";7;"jul";118;4;-1;0;"unknown";"no"
22;"blue-collar";"single";"secondary";"no";-7;"yes";"no";"cellular";17;"apr";84;1;343;1;"other";"no"
43;"services";"married";"primary";"no";448;"yes";"no";"unknown";26;"may";118;6;-1;0;"unknown";"no"
48;"management";"married";"tertiary";"no";1741;"yes";"yes";"telephone";18;"nov";40;1;-1;0;"unknown";"no"
46;"management";"married";"tertiary";"no";4693;"no";"yes";"cellular";7;"aug";79;1;394;2;"failure";"yes"
48;"services";"divorced";"secondary";"no";0;"yes";"yes";"unknown";15;"may";263;1;-1;0;"unknown";"no"
70;"retired";"married";"secondary";"no";2575;"no";"no";"telephone";20;"apr";216;2;-1;0;"unknown";"yes"
32;"technician";"married";"secondary";"no";1119;"no";"no";"cellular";19;"nov";371;2;-1;0;"unknown";"no"
32;"admin.";"divorced";"tertiary";"no";-2;"yes";"no";"cellular";6;"may";103;3;168;1;"failure";"no"
45;"self-employed";"married";"tertiary";"no";240;"no";"no";"cellular";28;"aug";163;4;-1;0;"unknown";"no"
30;"technician";"married";"secondary";"no";2326;"no";"no";"cellular";14;"dec";420;1;175;2;"failure";"yes"
49;"management";"married";"tertiary";"no";412;"no";"no";"cellular";21;"nov";233;1;-1;0;"unknown";"no"
39;"blue-collar";"single";"primary";"no";419;"yes";"no";"cellular";17;"nov";186;1;181;1;"failure";"no"
26;"blue-collar";"married";"primary";"no";104;"yes";"no";"cellular";4;"may";230;6;360;2;"other";"no"
25;"student";"single";"tertiary";"no";-380;"no";"no";"cellular";28;"jul";108;4;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";463;"yes";"no";"cellular";15;"may";27;5;-1;0;"unknown";"no"
46;"services";"married";"secondary";"no";417;"yes";"no";"cellular";30;"jan";219;1;2;1;"other";"no"
43;"self-employed";"married";"tertiary";"no";2501;"no";"no";"cellular";9;"jul";582;2;161;4;"failure";"no"
27;"admin.";"married";"primary";"no";395;"yes";"no";"cellular";20;"apr";122;2;-1;0;"unknown";"no"
46;"technician";"married";"secondary";"no";250;"no";"no";"cellular";6;"aug";84;2;-1;0;"unknown";"no"
33;"technician";"divorced";"secondary";"no";791;"yes";"no";"cellular";24;"jul";268;2;-1;0;"unknown";"no"
56;"management";"married";"tertiary";"no";616;"no";"no";"cellular";6;"feb";156;1;-1;0;"unknown";"yes"
38;"services";"married";"secondary";"no";-448;"yes";"no";"cellular";21;"jul";929;15;-1;0;"unknown";"no"
31;"services";"single";"secondary";"no";900;"yes";"no";"cellular";9;"apr";221;2;140;6;"failure";"no"
51;"retired";"married";"secondary";"no";0;"no";"no";"unknown";15;"may";70;1;-1;0;"unknown";"no"
30;"technician";"single";"secondary";"no";3927;"yes";"no";"cellular";11;"aug";247;1;-1;0;"unknown";"no"
33;"blue-collar";"married";"secondary";"no";327;"yes";"no";"cellular";21;"jul";81;1;-1;0;"unknown";"no"
58;"unemployed";"single";"tertiary";"no";2094;"no";"no";"cellular";1;"jun";161;2;-1;0;"unknown";"no"
29;"management";"single";"tertiary";"no";2907;"yes";"no";"cellular";26;"may";150;1;-1;0;"unknown";"no"
52;"admin.";"married";"secondary";"no";1274;"yes";"no";"cellular";17;"nov";74;1;-1;0;"unknown";"no"
24;"student";"single";"secondary";"no";154;"no";"no";"cellular";4;"sep";205;2;-1;0;"unknown";"no"
59;"management";"married";"unknown";"no";3428;"yes";"yes";"cellular";19;"nov";103;1;-1;0;"unknown";"no"
28;"admin.";"single";"secondary";"no";26;"yes";"no";"cellular";7;"may";227;2;-1;0;"unknown";"no"
36;"technician";"single";"secondary";"no";34;"no";"yes";"cellular";28;"aug";247;1;-1;0;"unknown";"no"
29;"admin.";"married";"secondary";"no";1937;"no";"no";"unknown";25;"aug";6;1;-1;0;"unknown";"no"
45;"entrepreneur";"married";"primary";"no";-100;"yes";"no";"unknown";27;"may";240;6;-1;0;"unknown";"no"
51;"housemaid";"married";"unknown";"no";2337;"yes";"no";"cellular";25;"aug";46;4;90;7;"failure";"no"
58;"retired";"married";"tertiary";"no";0;"no";"no";"cellular";19;"aug";207;4;-1;0;"unknown";"no"
26;"management";"single";"tertiary";"no";170;"no";"no";"cellular";2;"oct";160;2;109;1;"success";"no"
52;"admin.";"married";"primary";"no";204;"no";"no";"cellular";19;"aug";123;2;-1;0;"unknown";"no"
57;"blue-collar";"divorced";"secondary";"no";311;"yes";"no";"cellular";11;"may";200;2;-1;0;"unknown";"no"
32;"management";"married";"tertiary";"no";710;"yes";"no";"cellular";17;"jul";181;2;-1;0;"unknown";"no"
30;"services";"single";"secondary";"no";334;"no";"no";"cellular";29;"jan";389;2;-1;0;"unknown";"no"
31;"technician";"single";"secondary";"no";2544;"no";"no";"cellular";12;"jan";229;1;279;2;"success";"yes"
53;"admin.";"married";"secondary";"no";244;"yes";"yes";"unknown";6;"may";197;2;-1;0;"unknown";"no"
32;"admin.";"married";"secondary";"no";159;"no";"yes";"unknown";26;"jun";177;1;-1;0;"unknown";"no"
40;"unemployed";"married";"primary";"no";557;"yes";"no";"unknown";28;"may";173;1;-1;0;"unknown";"no"
53;"technician";"married";"tertiary";"no";395;"no";"no";"cellular";3;"jun";107;1;-1;0;"unknown";"no"
29;"management";"single";"tertiary";"no";642;"no";"no";"cellular";2;"feb";156;3;-1;0;"unknown";"no"
38;"admin.";"married";"secondary";"no";326;"yes";"no";"cellular";17;"apr";69;2;-1;0;"unknown";"no"
27;"admin.";"married";"secondary";"no";1417;"yes";"no";"cellular";15;"may";143;2;343;3;"failure";"no"
32;"blue-collar";"married";"secondary";"no";95;"yes";"no";"unknown";5;"jun";77;2;-1;0;"unknown";"no"
49;"management";"divorced";"tertiary";"no";169;"yes";"no";"unknown";28;"may";174;1;-1;0;"unknown";"no"
46;"technician";"married";"secondary";"no";1465;"yes";"no";"unknown";14;"may";86;2;-1;0;"unknown";"no"
46;"services";"divorced";"secondary";"no";4329;"no";"no";"cellular";21;"nov";534;2;-1;0;"unknown";"yes"
27;"technician";"single";"secondary";"no";-211;"yes";"no";"cellular";7;"may";146;1;349;3;"failure";"no"
